transactie_id;datum;tijd;klant_id;postcode;gender;leeftijd;email;categorie;aantal_items;bedrag_excl_korting;korting;bedrag_totaal;betaalmethode;medewerker_id
TX001852;2025-12-22;10:46:07;K00600;4001;V;42;k00600@example.com;Dames;6;299,48;0;299,48;Pin;MW001
TX001485;2025-12-22;10:50:54;K00004;5038;V;53;k00004@example.com;Sale;2;41,89;0;41,89;Creditcard;MW002
TX001444;2025-12-22;12:11:11;K00523;4001;M;29;k00523@example.com;Dames;2;163,85;0;163,85;Pin;MW003
TX000766;2025-12-22;12:24:13;K00452;;;;;Dames;2;219,94;0;219,94;Creditcard;MW002
TX002435;2025-12-22;12:26:51;K00495;;;;;Dames;3;115,9;0;115,9;Pin;MW001
TX000423;2025-12-22;13:08:28;K00224;5038;V;44;k00224@example.com;Schoenen;4;596,12;0;596,12;Pin;MW002
TX000289;2025-12-22;13:26:57;K00597;5046;V;45;k00597@example.com;Accessoires;2;155,17;0;155,17;Creditcard;MW004
TX000434;2025-12-22;13:48:21;K00321;;;;;Sale;4;90,41;0;90,41;Pin;MW002
TX001542;2025-12-22;13:51:24;K00296;5046;M;52;k00296@example.com;Heren;1;81,21;0;81,21;Creditcard;MW002
TX000513;2025-12-22;13:56:08;K00016;;;;;Heren;4;288,7;0;288,7;Creditcard;MW001
TX000974;2025-12-22;14:10:55;K00514;5038;M;33;k00514@example.com;Dames;4;253,61;0;253,61;Pin;MW003
TX000584;2025-12-22;14:49:01;K00736;4001;M;30;k00736@example.com;Dames;1;115,69;0;115,69;Pin;MW001
TX001928;2025-12-22;15:21:42;K00710;4001;V;29;k00710@example.com;Dames;4;147,53;0;147,53;Creditcard;MW003
TX001480;2025-12-22;15:33:35;K00265;5014;M;28;k00265@example.com;Dames;4;202,99;0;202,99;Pin;MW004
TX000719;2025-12-22;15:54:11;K00572;4001;M;26;k00572@example.com;Heren;4;345,45;0;345,45;Contant;MW002
TX001974;2025-12-22;15:59:54;K00174;5017;V;31;k00174@example.com;Heren;1;40,67;3,17;37,5;Contant;MW003
TX001597;2025-12-22;16:11:08;K00491;;;;;Schoenen;1;143,7;0;143,7;Pin;MW003
TX001880;2025-12-22;16:17:03;K00726;5025;M;19;k00726@example.com;Heren;3;289,11;0;289,11;Pin;MW003
TX001486;2025-12-22;16:17:52;K00090;;;;;Heren;1;91,31;0;91,31;Pin;MW004
TX002347;2025-12-22;16:38:20;K00394;;;;;Heren;4;382,42;0;382,42;Pin;MW004
TX002129;2025-12-22;17:07:28;K00734;5038;V;46;k00734@example.com;Schoenen;2;209,32;0;209,32;Pin;MW003
TX002461;2025-12-22;18:22:05;K00302;;;;;Heren;1;76,21;0;76,21;Contant;MW001
TX000244;2025-12-22;18:23:34;K00319;5262;M;19;k00319@example.com;Dames;1;96,71;0;96,71;Contant;MW004
TX001749;2025-12-22;19:59:12;K00115;;;;;Schoenen;2;254,59;50,62;203,97;Pin;MW001
TX000214;2025-12-23;10:33:07;K00554;;;;;Sale;5;90,6;0;90,6;Pin;MW001
TX000287;2025-12-23;10:38:57;K00004;4001;V;27;k00004@example.com;Dames;2;140,17;0;140,17;Creditcard;MW004
TX000471;2025-12-23;11:20:47;K00178;;;;;Dames;4;192,53;0;192,53;Pin;MW002
TX000188;2025-12-23;11:39:26;K00147;;;;;Dames;3;276,73;0;276,73;Pin;MW003
TX002186;2025-12-23;11:42:20;K00742;;;;;Dames;6;408,37;0;408,37;Pin;MW003
TX001540;2025-12-23;12:02:59;K00233;;;;;Heren;2;185,93;26,35;159,58;Pin;MW003
TX000838;2025-12-23;12:19:16;K00459;4818;V;27;k00459@example.com;Accessoires;5;209,46;0;209,46;Pin;MW003
TX001264;2025-12-23;12:23:58;K00212;;;;;Dames;4;208,21;0;208,21;Creditcard;MW002
TX000224;2025-12-23;12:52:14;K00485;4001;V;38;k00485@example.com;Heren;1;109,64;14,46;95,18;Contant;MW001
TX002169;2025-12-23;13:26:10;K00435;;;;;Heren;4;173,37;0;173,37;Creditcard;MW004
TX002427;2025-12-23;13:59:44;K00663;5038;V;35;k00663@example.com;Accessoires;3;213,07;0;213,07;Creditcard;MW004
TX002358;2025-12-23;14:29:09;K00054;;;;;Dames;5;358,57;0;358,57;Pin;MW004
TX000797;2025-12-23;14:29:23;K00115;4001;V;42;k00115@example.com;Heren;7;759,38;0;759,38;Pin;MW004
TX001348;2025-12-23;14:31:08;K00727;;;;;Dames;4;419,11;0;419,11;Pin;MW003
TX001403;2025-12-23;14:35:25;K00768;5042;V;33;k00768@example.com;Accessoires;2;55,37;0;55,37;Pin;MW002
TX000796;2025-12-23;15:36:12;K00548;;;;;Heren;3;219,1;0;219,1;Pin;MW002
TX001376;2025-12-23;15:39:50;K00787;5014;V;31;k00787@example.com;Accessoires;2;131,43;0;131,43;Contant;MW003
TX001122;2025-12-23;15:46:05;K00719;;;;;Dames;1;112,74;0;112,74;Pin;MW001
TX001265;2025-12-23;15:51:31;K00168;;;;;Heren;7;476,17;0;476,17;Pin;MW002
TX002343;2025-12-23;15:59:58;K00622;;;;;Dames;3;206,59;0;206,59;Pin;MW003
TX000016;2025-12-23;16:14:27;K00686;4001;M;39;k00686@example.com;Accessoires;3;65,57;0;65,57;Pin;MW003
TX001182;2025-12-23;17:34:23;K00332;4001;V;20;k00332@example.com;Schoenen;3;213,77;0;213,77;Pin;MW004
TX000637;2025-12-23;17:40:51;K00299;5025;M;41;k00299@example.com;Schoenen;6;731,96;0;731,96;Pin;MW001
TX000412;2025-12-23;18:00:34;K00464;5017;V;39;k00464@example.com;Dames;3;291,77;0;291,77;Pin;MW004
TX002077;2025-12-23;19:33:18;K00144;4818;V;29;k00144@example.com;Dames;4;465,25;0;465,25;Contant;MW003
TX001549;2025-12-23;19:50:32;K00214;5046;V;31;k00214@example.com;Dames;1;96,05;0;96,05;Pin;MW003
TX001741;2025-12-23;19:54:59;K00458;5121;V;44;k00458@example.com;Dames;1;97,32;0;97,32;Pin;MW001
TX001627;2025-12-24;10:06:01;K00633;;;;;Dames;2;131,27;0;131,27;Pin;MW004
TX000443;2025-12-24;10:43:27;K00229;5042;V;29;k00229@example.com;Heren;5;532,22;0;532,22;Pin;MW004
TX000928;2025-12-24;10:50:46;K00308;5042;V;36;k00308@example.com;Dames;2;197,9;0;197,9;Pin;MW004
TX002392;2025-12-24;10:55:30;K00016;4001;M;47;k00016@example.com;Dames;8;845,08;0;845,08;Creditcard;MW003
TX000953;2025-12-24;11:25:34;K00242;;;;;Sale;2;63,76;0;63,76;Pin;MW001
TX001864;2025-12-24;11:25:58;K00289;4001;V;23;k00289@example.com;Dames;5;369,49;0;369,49;Contant;MW001
TX000592;2025-12-24;11:27:32;K00016;;;;;Dames;3;169,67;13,12;156,55;Pin;MW001
TX001705;2025-12-24;11:42:30;K00589;5014;V;39;k00589@example.com;Dames;4;441,05;0;441,05;Contant;MW003
TX002107;2025-12-24;11:47:50;K00639;;;;;Accessoires;2;151,18;21,96;129,22;Creditcard;MW003
TX001511;2025-12-24;11:58:39;K00299;;;;;Heren;3;290,46;0;290,46;Pin;MW004
TX001310;2025-12-24;12:44:35;K00398;;;;;Dames;3;338,18;61,22;276,96;Pin;MW001
TX001988;2025-12-24;12:55:07;K00497;5014;V;31;k00497@example.com;Schoenen;2;218,36;0;218,36;Pin;MW001
TX001647;2025-12-24;13:26:26;K00184;5046;V;19;k00184@example.com;Dames;1;115,06;0;115,06;Creditcard;MW001
TX001393;2025-12-24;13:39:02;K00585;;;;;Heren;3;305,23;0;305,23;Pin;MW001
TX000827;2025-12-24;13:44:16;K00392;5014;V;41;k00392@example.com;Dames;3;197,53;0;197,53;Pin;MW004
TX001601;2025-12-24;13:49:54;K00497;;;;;Dames;2;149,65;16,47;133,18;Pin;MW004
TX000053;2025-12-24;14:04:11;K00777;4001;M;42;k00777@example.com;Dames;3;204,35;0;204,35;Contant;MW001
TX001890;2025-12-24;14:23:42;K00728;;;;;Accessoires;1;45,44;0;45,44;Pin;MW002
TX000562;2025-12-24;14:32:26;K00712;4001;V;50;k00712@example.com;Dames;2;95,75;0;95,75;Pin;MW004
TX002354;2025-12-24;14:49:50;K00416;;;;;Dames;1;67,27;0;67,27;Pin;MW003
TX000207;2025-12-24;15:18:51;K00483;;;;;Dames;1;42,28;0;42,28;Pin;MW004
TX000945;2025-12-24;16:25:37;K00428;;;;;Dames;5;311,28;0;311,28;Pin;MW003
TX002469;2025-12-24;17:46:00;K00337;4001;V;33;k00337@example.com;Dames;1;111,2;0;111,2;Pin;MW004
TX000611;2025-12-24;19:11:13;K00375;4001;V;30;k00375@example.com;Dames;1;64,73;0;64,73;Pin;MW002
TX001018;2025-12-24;19:19:26;K00130;;;;;Dames;3;234,15;0;234,15;Pin;MW001
TX002166;2025-12-24;19:22:50;K00398;;;;;Dames;2;95,29;0;95,29;Creditcard;MW002
TX001950;2025-12-24;19:33:23;K00715;4001;M;28;k00715@example.com;Schoenen;1;129,58;0;129,58;Pin;MW004
TX000848;2025-12-25;10:05:09;K00750;;;;;Dames;6;545,78;0;545,78;Creditcard;MW001
TX000378;2025-12-25;10:30:15;K00306;;;;;Dames;4;470,62;0;470,62;Pin;MW002
TX000109;2025-12-25;10:41:09;K00020;4818;V;24;k00020@example.com;Schoenen;2;149,79;0;149,79;Pin;MW001
TX000298;2025-12-25;10:45:41;K00178;;;;;Dames;1;86,35;17,08;69,27;Contant;MW001
TX000409;2025-12-25;10:51:17;K00112;5046;V;48;k00112@example.com;Accessoires;3;90,2;14,68;75,52;Pin;MW003
TX001328;2025-12-25;11:19:40;K00423;;;;;Schoenen;2;205,95;0;205,95;Pin;MW002
TX001594;2025-12-25;11:35:23;K00032;5042;V;44;k00032@example.com;Accessoires;2;31,01;0;31,01;Creditcard;MW002
TX001356;2025-12-25;12:22:34;K00567;5038;M;24;k00567@example.com;Heren;1;89,34;0;89,34;Contant;MW003
TX001910;2025-12-25;13:51:52;K00793;;;;;Heren;4;204,96;0;204,96;Pin;MW001
TX001877;2025-12-25;14:00:06;K00356;4001;M;28;k00356@example.com;Dames;4;188,91;0;188,91;Pin;MW002
TX001754;2025-12-25;14:17:11;K00585;;;;;Dames;2;237,04;0;237,04;Creditcard;MW001
TX002480;2025-12-25;14:34:29;K00362;4001;V;30;k00362@example.com;Accessoires;2;115,28;0;115,28;Pin;MW003
TX001430;2025-12-25;14:45:37;K00451;4001;V;45;k00451@example.com;Schoenen;1;96,7;0;96,7;Creditcard;MW004
TX000776;2025-12-25;14:52:02;K00042;5038;V;20;k00042@example.com;Sale;3;56,5;0;56,5;Pin;MW002
TX000696;2025-12-25;15:04:50;K00186;4001;V;19;k00186@example.com;Dames;5;177,63;0;177,63;Pin;MW002
TX001807;2025-12-25;15:25:46;K00491;;;;;Dames;5;488,01;87,41;400,6;Pin;MW003
TX002159;2025-12-25;15:51:32;K00179;5038;M;49;k00179@example.com;Dames;1;62,68;0;62,68;Contant;MW002
TX002032;2025-12-25;16:13:50;K00417;;;;;Dames;3;290,92;0;290,92;Pin;MW004
TX002054;2025-12-25;16:15:44;K00266;;;;;Accessoires;4;244,87;0;244,87;Pin;MW001
TX000822;2025-12-25;16:17:49;K00277;5038;V;31;k00277@example.com;Dames;3;274,19;0;274,19;Contant;MW001
TX000311;2025-12-25;16:26:33;K00659;;;;;Schoenen;4;350,27;0;350,27;Pin;MW002
TX001884;2025-12-25;16:44:29;K00658;;;;;Accessoires;3;238,07;0;238,07;Pin;MW003
TX001435;2025-12-25;17:15:46;K00259;5042;M;28;k00259@example.com;Schoenen;4;443,07;71,39;371,68;Creditcard;MW001
TX000917;2025-12-25;17:44:23;K00357;;;;;Dames;2;148,8;0;148,8;Pin;MW002
TX000886;2025-12-25;17:51:22;K00390;;;;;Accessoires;4;75,58;0;75,58;Contant;MW002
TX002268;2025-12-25;17:59:43;K00058;5038;V;29;k00058@example.com;Dames;2;81,46;11,38;70,08;Pin;MW003
TX001793;2025-12-25;18:05:09;K00391;5014;M;45;k00391@example.com;Schoenen;6;881,59;0;881,59;Pin;MW004
TX002156;2025-12-26;10:06:26;K00219;5025;V;22;k00219@example.com;Dames;2;180,17;0;180,17;Creditcard;MW003
TX002338;2025-12-26;10:38:49;K00588;5042;M;46;k00588@example.com;Dames;2;78,08;0;78,08;Contant;MW001
TX002386;2025-12-26;10:44:46;K00156;4001;V;26;k00156@example.com;Accessoires;3;110,59;0;110,59;Pin;MW004
TX002410;2025-12-26;10:50:01;K00225;5017;M;34;k00225@example.com;Heren;3;243,95;30,08;213,87;Pin;MW004
TX001268;2025-12-26;12:05:21;K00740;;;;;Heren;2;151,85;0;151,85;Pin;MW004
TX000671;2025-12-26;12:25:24;K00543;4001;M;50;k00543@example.com;Dames;2;192,27;0;192,27;Contant;MW004
TX002420;2025-12-26;13:23:38;K00598;;;;;Dames;5;187,15;0;187,15;Pin;MW004
TX002088;2025-12-26;13:45:08;K00653;4001;V;43;k00653@example.com;Dames;2;80,74;0;80,74;Pin;MW001
TX001977;2025-12-26;14:00:41;K00341;5046;V;31;k00341@example.com;Sale;3;139,99;0;139,99;Contant;MW003
TX000037;2025-12-26;14:07:44;K00783;;;;;Schoenen;4;492,71;0;492,71;Pin;MW004
TX002235;2025-12-26;14:19:57;K00565;;;;;Dames;2;103,07;0;103,07;Creditcard;MW002
TX000316;2025-12-26;14:50:26;K00499;4001;V;34;k00499@example.com;Dames;1;99,28;0;99,28;Pin;MW003
TX000010;2025-12-26;14:57:10;K00070;;;;;Dames;2;72,66;0;72,66;Creditcard;MW004
TX001860;2025-12-26;14:58:42;K00719;5014;M;19;k00719@example.com;Heren;1;70,18;0;70,18;Pin;MW001
TX000072;2025-12-26;15:43:19;K00065;;;;;Heren;3;291,44;0;291,44;Creditcard;MW002
TX001237;2025-12-26;15:51:53;K00089;;;;;Dames;1;102,38;0;102,38;Contant;MW004
TX001525;2025-12-26;15:55:47;K00532;;;;;Accessoires;3;135,53;0;135,53;Pin;MW003
TX000135;2025-12-26;16:03:23;K00295;;;;;Dames;6;649,64;0;649,64;Creditcard;MW004
TX000125;2025-12-26;16:17:31;K00654;5038;M;33;k00654@example.com;Dames;3;301,6;0;301,6;Pin;MW001
TX001472;2025-12-26;16:22:21;K00135;4001;V;19;k00135@example.com;Heren;3;167,03;0;167,03;Pin;MW003
TX002334;2025-12-26;16:29:33;K00657;5042;V;22;k00657@example.com;Accessoires;4;240,3;0;240,3;Pin;MW003
TX002108;2025-12-26;16:30:38;K00667;;;;;Schoenen;3;359,42;0;359,42;Pin;MW003
TX001805;2025-12-26;16:57:04;K00271;5025;M;42;k00271@example.com;Dames;2;135,64;0;135,64;Pin;MW004
TX002152;2025-12-27;10:17:13;K00319;;;;;Accessoires;4;106,87;0;106,87;Contant;MW004
TX001209;2025-12-27;10:29:23;K00374;;;;;Accessoires;5;221,34;13,5;207,84;Creditcard;MW004
TX001812;2025-12-27;10:29:37;K00277;;;;;Sale;4;116,27;0;116,27;Contant;MW001
TX000536;2025-12-27;10:31:04;K00586;;;;;Accessoires;2;150,75;0;150,75;Creditcard;MW001
TX001269;2025-12-27;10:36:28;K00380;;;;;Heren;1;61,91;0;61,91;Contant;MW002
TX001638;2025-12-27;11:24:39;K00539;4001;V;33;k00539@example.com;Schoenen;2;234,22;0;234,22;Creditcard;MW002
TX002204;2025-12-27;11:34:54;K00589;;;;;Heren;1;95,25;0;95,25;Pin;MW003
TX001905;2025-12-27;12:01:18;K00256;;;;;Schoenen;3;256,69;0;256,69;Pin;MW002
TX002259;2025-12-27;12:04:16;K00433;;;;;Schoenen;5;587,38;0;587,38;Contant;MW004
TX001019;2025-12-27;12:13:10;K00451;4001;V;20;k00451@example.com;Dames;2;157,71;0;157,71;Creditcard;MW004
TX002292;2025-12-27;12:20:13;K00583;;;;;Dames;2;211,97;0;211,97;Pin;MW002
TX002208;2025-12-27;12:30:19;K00082;4001;M;39;k00082@example.com;Heren;2;180,62;0;180,62;Pin;MW003
TX001583;2025-12-27;12:46:46;K00114;5042;M;48;k00114@example.com;Heren;3;288,65;0;288,65;Pin;MW003
TX000299;2025-12-27;12:54:57;K00464;;;;;Sale;2;43,73;0;43,73;Contant;MW001
TX000245;2025-12-27;13:10:24;K00266;4001;V;33;k00266@example.com;Accessoires;3;74,56;0;74,56;Contant;MW003
TX000995;2025-12-27;13:34:20;K00608;;;;;Dames;2;98;10,48;87,52;Contant;MW001
TX001572;2025-12-27;14:57:05;K00001;;;;;Heren;6;379,19;0;379,19;Pin;MW003
TX002224;2025-12-27;15:03:08;K00381;;;;;Heren;3;253,15;0;253,15;Creditcard;MW002
TX001109;2025-12-27;15:30:56;K00646;;;;;Dames;1;39,74;0;39,74;Creditcard;MW003
TX001750;2025-12-27;15:39:00;K00632;5046;V;43;k00632@example.com;Accessoires;1;31,49;2,73;28,76;Pin;MW003
TX001569;2025-12-27;15:42:04;K00706;;;;;Heren;2;130,08;0;130,08;Contant;MW002
TX001373;2025-12-27;16:14:09;K00178;;;;;Sale;3;88,54;0;88,54;Pin;MW004
TX000499;2025-12-27;16:46:43;K00134;;;;;Accessoires;2;32,18;0;32,18;Pin;MW001
TX000941;2025-12-27;19:16:01;K00470;4818;M;53;k00470@example.com;Dames;1;60,69;0;60,69;Pin;MW004
TX002370;2025-12-27;19:17:42;K00175;;;;;Accessoires;3;160,05;0;160,05;Creditcard;MW004
TX000058;2025-12-27;19:34:17;K00385;;;;;Accessoires;1;20,51;0;20,51;Contant;MW002
TX001311;2025-12-27;19:34:26;K00457;;;;;Heren;2;170,14;0;170,14;Pin;MW004
TX000817;2025-12-28;10:03:33;K00164;5025;M;50;k00164@example.com;Accessoires;3;97,25;0;97,25;Creditcard;MW001
TX000808;2025-12-28;10:22:53;K00720;;;;;Accessoires;2;159,43;17,46;141,97;Contant;MW001
TX000880;2025-12-28;12:01:51;K00160;5046;V;36;k00160@example.com;Accessoires;1;15,98;0;15,98;Creditcard;MW004
TX001982;2025-12-28;12:08:17;K00600;5038;M;49;k00600@example.com;Dames;3;195,98;0;195,98;Contant;MW002
TX000083;2025-12-28;12:39:06;K00581;4001;M;41;k00581@example.com;Accessoires;3;149,74;0;149,74;Pin;MW002
TX001563;2025-12-28;12:57:22;K00149;;;;;Sale;3;48,58;0;48,58;Creditcard;MW001
TX001797;2025-12-28;13:03:53;K00329;5038;V;19;k00329@example.com;Accessoires;6;377,62;0;377,62;Pin;MW002
TX002496;2025-12-28;13:39:28;K00444;;;;;Sale;1;41,11;0;41,11;Pin;MW001
TX002016;2025-12-28;13:41:28;K00340;5014;V;48;k00340@example.com;Accessoires;3;121,9;0;121,9;Pin;MW002
TX002328;2025-12-28;14:02:47;K00209;;;;;Dames;2;218,26;16,53;201,73;Contant;MW004
TX001366;2025-12-28;14:16:30;K00461;4001;V;41;k00461@example.com;Dames;3;304,14;0;304,14;Pin;MW002
TX000538;2025-12-28;15:07:10;K00597;4001;V;33;k00597@example.com;Heren;2;192,03;0;192,03;Creditcard;MW004
TX002022;2025-12-28;15:41:50;K00724;;;;;Sale;2;68,56;0;68,56;Pin;MW001
TX001775;2025-12-28;16:11:04;K00617;;;;;Heren;3;187,01;31,56;155,45;Pin;MW001
TX002089;2025-12-28;16:50:10;K00385;5038;V;42;k00385@example.com;Dames;3;141,73;0;141,73;Pin;MW004
TX000935;2025-12-28;17:16:26;K00559;5014;V;31;k00559@example.com;Dames;2;123,52;0;123,52;Pin;MW002
TX001787;2025-12-28;18:59:11;K00225;;;;;Dames;1;58,54;0;58,54;Contant;MW003
TX000017;2025-12-28;19:58:56;K00168;;;;;Accessoires;3;202,45;0;202,45;Pin;MW004
TX002485;2025-12-29;10:02:59;K00118;;;;;Sale;6;140,46;0;140,46;Pin;MW002
TX000126;2025-12-29;10:25:40;K00165;5038;M;31;k00165@example.com;Heren;5;210,91;0;210,91;Creditcard;MW001
TX000975;2025-12-29;10:41:30;K00074;4001;V;38;k00074@example.com;Schoenen;1;108,98;0;108,98;Pin;MW004
TX000140;2025-12-29;10:44:43;K00455;;;;;Accessoires;3;215,37;28,84;186,53;Contant;MW004
TX001493;2025-12-29;11:49:38;K00762;5042;V;42;k00762@example.com;Dames;2;165,36;11,08;154,28;Pin;MW003
TX000429;2025-12-29;12:24:00;K00737;5042;V;35;k00737@example.com;Schoenen;3;292,04;0;292,04;Pin;MW001
TX001161;2025-12-29;12:32:06;K00651;5038;M;24;k00651@example.com;Accessoires;1;75,1;0;75,1;Pin;MW002
TX001116;2025-12-29;13:03:03;K00252;;;;;Sale;5;100,99;0;100,99;Pin;MW004
TX001649;2025-12-29;13:29:16;K00758;5038;V;42;k00758@example.com;Heren;4;202,18;0;202,18;Contant;MW003
TX000067;2025-12-29;13:51:05;K00585;;;;;Heren;2;202,73;0;202,73;Creditcard;MW003
TX002275;2025-12-29;14:12:37;K00384;5014;M;39;k00384@example.com;Heren;4;274,79;0;274,79;Pin;MW004
TX002497;2025-12-29;14:13:41;K00294;5038;M;31;k00294@example.com;Dames;3;208,47;0;208,47;Contant;MW002
TX002394;2025-12-29;15:08:15;K00002;;;;;Heren;1;90,86;0;90,86;Pin;MW003
TX001249;2025-12-29;15:09:35;K00785;5046;V;28;k00785@example.com;Heren;2;163,04;0;163,04;Pin;MW003
TX001825;2025-12-29;15:30:46;K00030;5042;M;49;k00030@example.com;Dames;2;177,88;0;177,88;Pin;MW003
TX002218;2025-12-29;15:35:47;K00245;4001;M;49;k00245@example.com;Heren;2;185,43;0;185,43;Contant;MW004
TX001044;2025-12-29;15:38:25;K00192;4818;V;38;k00192@example.com;Sale;2;50,47;0;50,47;Pin;MW002
TX000098;2025-12-29;16:04:48;K00470;5038;M;35;k00470@example.com;Sale;4;88,64;0;88,64;Pin;MW001
TX002457;2025-12-29;16:30:31;K00108;5038;M;27;k00108@example.com;Accessoires;3;132,26;0;132,26;Creditcard;MW004
TX000342;2025-12-29;18:35:52;K00063;5014;V;19;k00063@example.com;Accessoires;6;131,09;0;131,09;Pin;MW002
TX001994;2025-12-29;18:35:52;K00221;4001;M;35;k00221@example.com;Dames;3;281,81;0;281,81;Pin;MW002
TX002070;2025-12-29;18:58:39;K00458;5017;V;53;k00458@example.com;Dames;2;125,57;0;125,57;Creditcard;MW002
TX000394;2025-12-29;19:24:24;K00046;5038;V;40;k00046@example.com;Accessoires;3;132,88;0;132,88;Pin;MW003
TX002146;2025-12-30;10:46:40;K00015;5042;M;20;k00015@example.com;Heren;4;437,72;70,07;367,65;Contant;MW003
TX001359;2025-12-30;11:03:47;K00440;5017;M;49;k00440@example.com;Dames;3;258,39;0;258,39;Pin;MW002
TX001386;2025-12-30;11:23:52;K00536;5038;V;25;k00536@example.com;Accessoires;3;171,51;14,33;157,18;Pin;MW004
TX002348;2025-12-30;11:37:07;K00560;5046;M;48;k00560@example.com;Dames;1;114,42;0;114,42;Pin;MW002
TX000200;2025-12-30;12:07:14;K00179;5014;V;30;k00179@example.com;Dames;2;100,84;0;100,84;Creditcard;MW004
TX000515;2025-12-30;12:13:53;K00640;5042;V;42;k00640@example.com;Accessoires;4;101,5;11,84;89,66;Pin;MW002
TX000121;2025-12-30;13:20:16;K00090;;;;;Heren;4;235,23;0;235,23;Pin;MW004
TX002371;2025-12-30;13:34:32;K00619;4001;M;27;k00619@example.com;Dames;1;109,89;0;109,89;Creditcard;MW004
TX000042;2025-12-30;13:37:33;K00609;;;;;Dames;3;168,97;0;168,97;Pin;MW002
TX002034;2025-12-30;13:49:45;K00678;;;;;Dames;4;276,97;0;276,97;Pin;MW001
TX001548;2025-12-30;14:00:18;K00371;;;;;Accessoires;3;51,48;0;51,48;Pin;MW001
TX000957;2025-12-30;14:19:21;K00633;5014;M;41;k00633@example.com;Accessoires;1;25,54;0;25,54;Creditcard;MW003
TX001498;2025-12-30;14:22:38;K00001;;;;;Dames;2;239,89;0;239,89;Contant;MW003
TX001515;2025-12-30;14:24:06;K00260;5038;M;27;k00260@example.com;Accessoires;1;66,43;0;66,43;Pin;MW003
TX001441;2025-12-30;14:27:36;K00765;5025;V;35;k00765@example.com;Schoenen;4;379,11;0;379,11;Pin;MW001
TX000002;2025-12-30;14:31:01;K00762;;;;;Dames;2;121,72;0;121,72;Pin;MW001
TX002066;2025-12-30;14:40:34;K00165;;;;;Heren;2;217,45;0;217,45;Creditcard;MW004
TX000254;2025-12-30;14:49:47;K00583;5038;V;40;k00583@example.com;Dames;2;206,23;0;206,23;Pin;MW002
TX000939;2025-12-30;15:01:22;K00525;5038;V;39;k00525@example.com;Heren;4;399,19;60,67;338,52;Pin;MW002
TX001992;2025-12-30;15:10:31;K00397;4818;V;32;k00397@example.com;Schoenen;1;72,27;0;72,27;Contant;MW002
TX001378;2025-12-30;15:13:03;K00138;4001;M;18;k00138@example.com;Accessoires;3;161,39;0;161,39;Contant;MW003
TX002236;2025-12-30;15:18:35;K00764;;;;;Dames;4;338,18;41,24;296,94;Pin;MW003
TX000034;2025-12-30;15:44:21;K00734;5121;M;32;k00734@example.com;Dames;6;406,4;0;406,4;Pin;MW001
TX000246;2025-12-30;15:44:43;K00183;5017;V;37;k00183@example.com;Dames;2;111,94;0;111,94;Contant;MW002
TX001933;2025-12-30;15:45:14;K00044;4001;V;22;k00044@example.com;Dames;2;97,29;0;97,29;Pin;MW003
TX002443;2025-12-30;16:12:38;K00223;5262;V;21;k00223@example.com;Accessoires;3;58,85;0;58,85;Creditcard;MW001
TX000763;2025-12-30;16:42:48;K00662;;;;;Dames;4;417,46;0;417,46;Creditcard;MW004
TX002049;2025-12-30;16:44:16;K00334;5121;V;48;k00334@example.com;Accessoires;1;79,79;0;79,79;Pin;MW001
TX001783;2025-12-30;17:12:03;K00735;4001;V;27;k00735@example.com;Heren;3;217,55;0;217,55;Contant;MW001
TX000312;2025-12-30;17:44:11;K00444;;;;;Heren;6;484,52;0;484,52;Pin;MW002
TX001845;2025-12-30;18:04:41;K00188;5025;V;48;k00188@example.com;Schoenen;1;71,57;0;71,57;Contant;MW002
TX001097;2025-12-30;18:24:35;K00410;4001;V;31;k00410@example.com;Dames;2;169,81;0;169,81;Creditcard;MW001
TX001455;2025-12-30;19:03:15;K00422;5025;V;37;k00422@example.com;Heren;4;330,66;0;330,66;Creditcard;MW004
TX001529;2025-12-31;10:00:14;K00363;;;;;Dames;3;335,56;57,33;278,23;Pin;MW003
TX001770;2025-12-31;10:08:08;K00205;4001;M;32;k00205@example.com;Accessoires;6;188,44;15,84;172,6;Creditcard;MW003
TX000890;2025-12-31;10:30:49;K00702;;;;;Heren;1;55,87;0;55,87;Contant;MW003
TX001809;2025-12-31;10:42:43;K00408;;;;;Schoenen;1;148,23;0;148,23;Pin;MW001
TX001692;2025-12-31;10:44:46;K00486;5017;M;36;k00486@example.com;Heren;1;42,8;0;42,8;Contant;MW001
TX001724;2025-12-31;11:18:24;K00589;4001;M;18;k00589@example.com;Heren;5;346,51;0;346,51;Creditcard;MW001
TX001202;2025-12-31;11:45:21;K00581;4001;V;40;k00581@example.com;Heren;3;326,69;0;326,69;Pin;MW003
TX001308;2025-12-31;11:56:29;K00217;;;;;Heren;5;367,73;0;367,73;Pin;MW002
TX000865;2025-12-31;11:56:42;K00100;;;;;Heren;5;343,71;0;343,71;Pin;MW003
TX000225;2025-12-31;12:22:59;K00225;;;;;Dames;2;187,67;0;187,67;Pin;MW002
TX000468;2025-12-31;13:10:55;K00342;;;;;Dames;3;105,17;0;105,17;Pin;MW001
TX000947;2025-12-31;13:11:03;K00347;5038;V;73;k00347@example.com;Accessoires;1;42,96;0;42,96;Pin;MW003
TX001128;2025-12-31;13:17:50;K00092;5014;V;51;k00092@example.com;Dames;2;70,23;11,41;58,82;Creditcard;MW002
